Dia;Mes;Año;Fecha;Altura (m);Cota IGN (msnm);Cota IGN (msnm) corregida
21;6;2011;21/6/2011;1,44;197,741;198,651
22;6;2011;22/6/2011;1,46;197,762;198,672
23;6;2011;23/6/2011;1,49;197,785;198,695
24;6;2011;24/6/2011;1,48;197,777;198,687
25;6;2011;25/6/2011;1,49;197,786;198,696
26;6;2011;26/6/2011;1,47;197,77;198,68
27;6;2011;27/6/2011;1,48;197,781;198,691
28;6;2011;28/6/2011;1,66;197,963;198,873
29;6;2011;29/6/2011;1,78;198,084;198,994
30;6;2011;30/6/2011;1,8;198,101;199,011
1;7;2011;1/7/2011;1,8;198,103;199,013
2;7;2011;2/7/2011;1,81;198,113;199,023
3;7;2011;3/7/2011;1,81;198,107;199,017
4;7;2011;4/7/2011;1,82;198,115;199,025
5;7;2011;5/7/2011;1,81;198,114;199,024
6;7;2011;6/7/2011;1,82;198,119;199,029
7;7;2011;7/7/2011;1,82;198,118;199,028
8;7;2011;8/7/2011;1,83;198,129;199,039
9;7;2011;9/7/2011;1,83;198,129;199,039
10;7;2011;10/7/2011;1,83;198,126;199,036
11;7;2011;11/7/2011;1,71;198,006;198,916
12;7;2011;12/7/2011;1,55;197,855;198,765
13;7;2011;13/7/2011;1,5;197,796;198,706
14;7;2011;14/7/2011;1,48;197,78;198,69
15;7;2011;15/7/2011;1,47;197,769;198,679
16;7;2011;16/7/2011;1,47;197,77;198,68
17;7;2011;17/7/2011;1,47;197,773;198,683
18;7;2011;18/7/2011;1,48;197,777;198,687
19;7;2011;19/7/2011;1,47;197,775;198,685
20;7;2011;20/7/2011;1,48;197,776;198,686
21;7;2011;21/7/2011;1,47;197,771;198,681
22;7;2011;22/7/2011;1,47;197,773;198,683
23;7;2011;23/7/2011;1,48;197,777;198,687
24;7;2011;24/7/2011;1,48;197,775;198,685
25;7;2011;25/7/2011;1,47;197,768;198,678
26;7;2011;26/7/2011;1,46;197,764;198,674
27;7;2011;27/7/2011;1,47;197,773;198,683
28;7;2011;28/7/2011;1,47;197,775;198,685
29;7;2011;29/7/2011;1,48;197,782;198,692
30;7;2011;30/7/2011;1,48;197,776;198,686
31;7;2011;31/7/2011;1,48;197,782;198,692
1;8;2011;1/8/2011;1,48;197,779;198,689
2;8;2011;2/8/2011;1,47;197,771;198,681
3;8;2011;3/8/2011;1,47;197,775;198,685
4;8;2011;4/8/2011;1,48;197,782;198,692
5;8;2011;5/8/2011;1,48;197,782;198,692
6;8;2011;6/8/2011;1,48;197,784;198,694
7;8;2011;7/8/2011;1,48;197,785;198,695
8;8;2011;8/8/2011;1,48;197,783;198,693
9;8;2011;9/8/2011;1,47;197,772;198,682
10;8;2011;10/8/2011;1,48;197,78;198,69
11;8;2011;11/8/2011;1,48;197,785;198,695
12;8;2011;12/8/2011;1,49;197,789;198,699
13;8;2011;13/8/2011;1,49;197,787;198,697
14;8;2011;14/8/2011;1,49;197,792;198,702
15;8;2011;15/8/2011;1,49;197,794;198,704
16;8;2011;16/8/2011;1,49;197,791;198,701
17;8;2011;17/8/2011;1,49;197,787;198,697
18;8;2011;18/8/2011;1,5;197,796;198,706
19;8;2011;19/8/2011;1,5;197,803;198,713
20;8;2011;20/8/2011;1,5;197,803;198,713
21;8;2011;21/8/2011;1,51;197,812;198,722
22;8;2011;22/8/2011;1,52;197,816;198,726
23;8;2011;23/8/2011;1,51;197,807;198,717
24;8;2011;24/8/2011;1,51;197,809;198,719
25;8;2011;25/8/2011;1,51;197,809;198,719
26;8;2011;26/8/2011;1,5;197,804;198,714
27;8;2011;27/8/2011;1,47;197,769;198,679
28;8;2011;28/8/2011;1,5;197,796;198,706
29;8;2011;29/8/2011;1,49;197,793;198,703
30;8;2011;30/8/2011;1,47;197,774;198,684
31;8;2011;31/8/2011;1,47;197,772;198,682
1;9;2011;1/9/2011;1,47;197,768;198,678
2;9;2011;2/9/2011;1,47;197,766;198,676
3;9;2011;3/9/2011;1,46;197,757;198,667
4;9;2011;4/9/2011;1,47;197,765;198,675
5;9;2011;5/9/2011;1,47;197,767;198,677
6;9;2011;6/9/2011;1,44;197,742;198,652
7;9;2011;7/9/2011;1,42;197,724;198,634
8;9;2011;8/9/2011;1,41;197,715;198,625
9;9;2011;9/9/2011;1,41;197,714;198,624
10;9;2011;10/9/2011;1,41;197,706;198,616
11;9;2011;11/9/2011;1,42;197,719;198,629
12;9;2011;12/9/2011;1,42;197,722;198,632
13;9;2011;13/9/2011;1,42;197,725;198,635
14;9;2011;14/9/2011;1,41;197,709;198,619
15;9;2011;15/9/2011;1,39;197,694;198,604
16;9;2011;16/9/2011;1,39;197,687;198,597
17;9;2011;17/9/2011;1,38;197,684;198,594
18;9;2011;18/9/2011;1,39;197,691;198,601
19;9;2011;19/9/2011;1,43;197,727;198,637
20;9;2011;20/9/2011;1,41;197,71;198,62
21;9;2011;21/9/2011;1,45;197,747;198,657
22;9;2011;22/9/2011;1,46;197,762;198,672
23;9;2011;23/9/2011;1,48;197,779;198,689
24;9;2011;24/9/2011;1,47;197,774;198,684
25;9;2011;25/9/2011;1,49;197,788;198,698
26;9;2011;26/9/2011;1,5;197,797;198,707
27;9;2011;27/9/2011;1,48;197,785;198,695
28;9;2011;28/9/2011;1,48;197,777;198,687
29;9;2011;29/9/2011;1,47;197,771;198,681
30;9;2011;30/9/2011;1,47;197,769;198,679
1;10;2011;1/10/2011;1,46;197,76;198,67
2;10;2011;2/10/2011;1,46;197,759;198,669
3;10;2011;3/10/2011;1,48;197,777;198,687
4;10;2011;4/10/2011;1,48;197,78;198,69
5;10;2011;5/10/2011;1,49;197,786;198,696
6;10;2011;6/10/2011;1,5;197,796;198,706
7;10;2011;7/10/2011;1,53;197,825;198,735
8;10;2011;8/10/2011;1,56;197,862;198,772
9;10;2011;9/10/2011;1,58;197,879;198,789
10;10;2011;10/10/2011;1,58;197,883;198,793
11;10;2011;11/10/2011;1,57;197,872;198,782
12;10;2011;12/10/2011;1,59;197,889;198,799
13;10;2011;13/10/2011;1,57;197,872;198,782
14;10;2011;14/10/2011;1,57;197,866;198,776
15;10;2011;15/10/2011;1,56;197,858;198,768
16;10;2011;16/10/2011;1,65;197,945;198,855
17;10;2011;17/10/2011;1,59;197,891;198,801
18;10;2011;18/10/2011;1,58;197,877;198,787
19;10;2011;19/10/2011;1,58;197,88;198,79
20;10;2011;20/10/2011;1,57;197,875;198,785
21;10;2011;21/10/2011;1,62;197,921;198,831
22;10;2011;22/10/2011;1,64;197,944;198,854
23;10;2011;23/10/2011;1,64;197,939;198,849
24;10;2011;24/10/2011;1,64;197,941;198,851
25;10;2011;25/10/2011;1,61;197,914;198,824
26;10;2011;26/10/2011;1,69;197,987;198,897
27;10;2011;27/10/2011;1,74;198,036;198,946
28;10;2011;28/10/2011;1,7;197,999;198,909
29;10;2011;29/10/2011;1,69;197,988;198,898
30;10;2011;30/10/2011;1,69;197,988;198,898
31;10;2011;31/10/2011;1,7;198;198,91
1;11;2011;1/11/2011;1,7;197,997;198,907
2;11;2011;2/11/2011;1,69;197,995;198,905
3;11;2011;3/11/2011;1,69;197,992;198,902
4;11;2011;4/11/2011;1,69;197,986;198,896
5;11;2011;5/11/2011;1,69;197,987;198,897
6;11;2011;6/11/2011;1,7;198,002;198,912
7;11;2011;7/11/2011;1,72;198,02;198,93
8;11;2011;8/11/2011;1,71;198,015;198,925
9;11;2011;9/11/2011;1,71;198,007;198,917
10;11;2011;10/11/2011;1,71;198,007;198,917
11;11;2011;11/11/2011;1,71;198,012;198,922
12;11;2011;12/11/2011;1,71;198,009;198,919
13;11;2011;13/11/2011;1,71;198,015;198,925
14;11;2011;14/11/2011;1,72;198,021;198,931
15;11;2011;15/11/2011;1,71;198,006;198,916
16;11;2011;16/11/2011;1,68;197,983;198,893
17;11;2011;17/11/2011;1,47;197,774;198,684
18;11;2011;18/11/2011;1,45;197,748;198,658
19;11;2011;19/11/2011;1,44;197,739;198,649
20;11;2011;20/11/2011;1,44;197,74;198,65
21;11;2011;21/11/2011;1,46;197,76;198,67
22;11;2011;22/11/2011;1,46;197,761;198,671
23;11;2011;23/11/2011;1,44;197,737;198,647
24;11;2011;24/11/2011;1,44;197,739;198,649
25;11;2011;25/11/2011;1,42;197,725;198,635
26;11;2011;26/11/2011;1,43;197,727;198,637
27;11;2011;27/11/2011;1,62;197,922;198,832
28;11;2011;28/11/2011;1,73;198,026;198,936
29;11;2011;29/11/2011;1,72;198,022;198,932
30;11;2011;30/11/2011;1,73;198,026;198,936
1;12;2011;1/12/2011;1,73;198,03;198,94
2;12;2011;2/12/2011;1,7;198,001;198,911
3;12;2011;3/12/2011;1,7;198,001;198,911
4;12;2011;4/12/2011;1,69;197,994;198,904
5;12;2011;5/12/2011;1,7;197,997;198,907
6;12;2011;6/12/2011;1,7;197,998;198,908
7;12;2011;7/12/2011;1,7;197,995;198,905
8;12;2011;8/12/2011;1,69;197,994;198,904
9;12;2011;9/12/2011;1,7;197,997;198,907
10;12;2011;10/12/2011;1,7;197,996;198,906
11;12;2011;11/12/2011;1,69;197,994;198,904
12;12;2011;12/12/2011;1,7;197,996;198,906
13;12;2011;13/12/2011;1,69;197,993;198,903
14;12;2011;14/12/2011;1,69;197,994;198,904
15;12;2011;15/12/2011;1,7;198;198,91
16;12;2011;16/12/2011;1,74;198,041;198,951
17;12;2011;17/12/2011;1,77;198,068;198,978
18;12;2011;18/12/2011;1,76;198,064;198,974
19;12;2011;19/12/2011;1,76;198,064;198,974
20;12;2011;20/12/2011;1,76;198,061;198,971
21;12;2011;21/12/2011;1,76;198,06;198,97
22;12;2011;22/12/2011;1,76;198,057;198,967
23;12;2011;23/12/2011;1,76;198,058;198,968
24;12;2011;24/12/2011;1,76;198,058;198,968
25;12;2011;25/12/2011;1,76;198,062;198,972
26;12;2011;26/12/2011;1,77;198,066;198,976
27;12;2011;27/12/2011;1,76;198,064;198,974
28;12;2011;28/12/2011;1,76;198,062;198,972
29;12;2011;29/12/2011;1,76;198,064;198,974
30;12;2011;30/12/2011;1,76;198,06;198,97
31;12;2011;31/12/2011;1,76;198,063;198,973
1;1;2012;1/1/2012;1,77;198,065;198,975
2;1;2012;2/1/2012;1,76;198,062;198,972
3;1;2012;3/1/2012;1,76;198,064;198,974
4;1;2012;4/1/2012;1,76;198,065;198,975
5;1;2012;5/1/2012;1,76;198,058;198,968
6;1;2012;6/1/2012;1,73;198,032;198,942
7;1;2012;7/1/2012;1,73;198,029;198,939
8;1;2012;8/1/2012;1,73;198,033;198,943
9;1;2012;9/1/2012;1,73;198,03;198,94
10;1;2012;10/1/2012;1,73;198,025;198,935
11;1;2012;11/1/2012;1,72;198,023;198,933
12;1;2012;12/1/2012;1,7;197,998;198,908
13;1;2012;13/1/2012;1,68;197,983;198,893
14;1;2012;14/1/2012;1,68;197,981;198,891
15;1;2012;15/1/2012;1,68;197,984;198,894
16;1;2012;16/1/2012;1,68;197,977;198,887
17;1;2012;17/1/2012;1,68;197,98;198,89
18;1;2012;18/1/2012;1,68;197,983;198,893
19;1;2012;19/1/2012;1,68;197,978;198,888
20;1;2012;20/1/2012;1,68;197,977;198,887
21;1;2012;21/1/2012;1,69;197,991;198,901
22;1;2012;22/1/2012;1,88;198,18;199,09
23;1;2012;23/1/2012;1,88;198,177;199,087
24;1;2012;24/1/2012;1,87;198,174;199,084
25;1;2012;25/1/2012;1,87;198,173;199,083
26;1;2012;26/1/2012;1,85;198,154;199,064
27;1;2012;27/1/2012;1,84;198,145;199,055
28;1;2012;28/1/2012;1,83;198,131;199,041
29;1;2012;29/1/2012;1,82;198,115;199,025
30;1;2012;30/1/2012;1,78;198,076;198,986
31;1;2012;31/1/2012;1,76;198,062;198,972
1;2;2012;1/2/2012;1,75;198,055;198,965
2;2;2012;2/2/2012;1,69;197,992;198,902
3;2;2012;3/2/2012;1,65;197,952;198,862
4;2;2012;4/2/2012;1,61;197,911;198,821
5;2;2012;5/2/2012;1,61;197,907;198,817
6;2;2012;6/2/2012;1,61;197,905;198,815
7;2;2012;7/2/2012;1,6;197,904;198,814
8;2;2012;8/2/2012;1,6;197,905;198,815
9;2;2012;9/2/2012;1,6;197,901;198,811
10;2;2012;10/2/2012;1,6;197,898;198,808
11;2;2012;11/2/2012;1,6;197,902;198,812
12;2;2012;12/2/2012;1,6;197,904;198,814
13;2;2012;13/2/2012;1,6;197,904;198,814
14;2;2012;14/2/2012;1,61;197,907;198,817
15;2;2012;15/2/2012;1,61;197,907;198,817
16;2;2012;16/2/2012;1,61;197,913;198,823
17;2;2012;17/2/2012;1,62;197,919;198,829
18;2;2012;18/2/2012;1,63;197,927;198,837
19;2;2012;19/2/2012;1,62;197,924;198,834
20;2;2012;20/2/2012;1,63;197,931;198,841
21;2;2012;21/2/2012;1,63;197,931;198,841
22;2;2012;22/2/2012;1,63;197,934;198,844
23;2;2012;23/2/2012;1,63;197,934;198,844
24;2;2012;24/2/2012;1,64;197,938;198,848
25;2;2012;25/2/2012;1,64;197,939;198,849
26;2;2012;26/2/2012;1,65;197,945;198,855
27;2;2012;27/2/2012;1,65;197,949;198,859
28;2;2012;28/2/2012;1,65;197,953;198,863
29;2;2012;29/2/2012;1,65;197,948;198,858
1;3;2012;1/3/2012;1,66;197,963;198,873
2;3;2012;2/3/2012;1,67;197,972;198,882
3;3;2012;3/3/2012;1,69;197,988;198,898
4;3;2012;4/3/2012;1,7;197,999;198,909
5;3;2012;5/3/2012;1,71;198,011;198,921
6;3;2012;6/3/2012;1,72;198,018;198,928
7;3;2012;7/3/2012;1,73;198,031;198,941
8;3;2012;8/3/2012;1,74;198,045;198,955
9;3;2012;9/3/2012;1,85;198,153;199,063
10;3;2012;10/3/2012;1,88;198,178;199,088
11;3;2012;11/3/2012;1,89;198,186;199,096
12;3;2012;12/3/2012;1,9;198,197;199,107
13;3;2012;13/3/2012;1,9;198,204;199,114
14;3;2012;14/3/2012;1,92;198,215;199,125
15;3;2012;15/3/2012;1,92;198,223;199,133
16;3;2012;16/3/2012;1,93;198,234;199,144
17;3;2012;17/3/2012;1,94;198,244;199,154
18;3;2012;18/3/2012;1,95;198,252;199,162
19;3;2012;19/3/2012;1,96;198,264;199,174
20;3;2012;20/3/2012;1,96;198,264;199,174
21;3;2012;21/3/2012;1,98;198,275;199,185
22;3;2012;22/3/2012;1,98;198,281;199,191
23;3;2012;23/3/2012;1,99;198,292;199,202
24;3;2012;24/3/2012;2,04;198,335;199,245
25;3;2012;25/3/2012;2,23;198,529;199,439
26;3;2012;26/3/2012;2,33;198,627;199,537
27;3;2012;27/3/2012;2,37;198,669;199,579
28;3;2012;28/3/2012;2,39;198,685;199,595
29;3;2012;29/3/2012;2,41;198,707;199,617
30;3;2012;30/3/2012;2,42;198,719;199,629
31;3;2012;31/3/2012;2,43;198,732;199,642
1;4;2012;1/4/2012;2,41;198,708;199,618
2;4;2012;2/4/2012;2,39;198,692;199,602
3;4;2012;3/4/2012;2,38;198,681;199,591
4;4;2012;4/4/2012;2,37;198,671;199,581
5;4;2012;5/4/2012;2,35;198,654;199,564
6;4;2012;6/4/2012;2,34;198,639;199,549
7;4;2012;7/4/2012;2,33;198,628;199,538
8;4;2012;8/4/2012;2,32;198,615;199,525
9;4;2012;9/4/2012;2,3;198,604;199,514
10;4;2012;10/4/2012;2,29;198,59;199,5
11;4;2012;11/4/2012;2,27;198,573;199,483
12;4;2012;12/4/2012;2,26;198,562;199,472
13;4;2012;13/4/2012;2,25;198,547;199,457
14;4;2012;14/4/2012;2,23;198,531;199,441
15;4;2012;15/4/2012;2,22;198,521;199,431
16;4;2012;16/4/2012;2,21;198,507;199,417
17;4;2012;17/4/2012;2,19;198,492;199,402
18;4;2012;18/4/2012;2,18;198,48;199,39
19;4;2012;19/4/2012;2,16;198,465;199,375
20;4;2012;20/4/2012;2,15;198,451;199,361
21;4;2012;21/4/2012;2,14;198,437;199,347
22;4;2012;22/4/2012;2,12;198,425;199,335
23;4;2012;23/4/2012;2,11;198,412;199,322
24;4;2012;24/4/2012;2,1;198,403;199,313
25;4;2012;25/4/2012;2,09;198,39;199,3
26;4;2012;26/4/2012;2,1;198,401;199,311
27;4;2012;27/4/2012;2,1;198,399;199,309
28;4;2012;28/4/2012;2,1;198,403;199,313
29;4;2012;29/4/2012;2,1;198,401;199,311
30;4;2012;30/4/2012;2,09;198,39;199,3
1;5;2012;1/5/2012;2,1;198,396;199,306
2;5;2012;2/5/2012;2,1;198,403;199,313
3;5;2012;3/5/2012;2,12;198,418;199,328
4;5;2012;4/5/2012;2,16;198,457;199,367
5;5;2012;5/5/2012;2,13;198,427;199,337
6;5;2012;6/5/2012;1,95;198,249;199,159
7;5;2012;7/5/2012;1,75;198,048;198,958
8;5;2012;8/5/2012;1,63;197,926;198,836
9;5;2012;9/5/2012;1,57;197,866;198,776
10;5;2012;10/5/2012;1,55;197,852;198,762
11;5;2012;11/5/2012;1,56;197,861;198,771
12;5;2012;12/5/2012;1,56;197,863;198,773
13;5;2012;13/5/2012;1,57;197,867;198,777
14;5;2012;14/5/2012;1,57;197,869;198,779
15;5;2012;15/5/2012;1,57;197,872;198,782
16;5;2012;16/5/2012;1,58;197,875;198,785
17;5;2012;17/5/2012;1,58;197,878;198,788
18;5;2012;18/5/2012;1,58;197,882;198,792
19;5;2012;19/5/2012;1,58;197,885;198,795
20;5;2012;20/5/2012;1,58;197,876;198,786
21;5;2012;21/5/2012;1,56;197,855;198,765
22;5;2012;22/5/2012;1,55;197,849;198,759
23;5;2012;23/5/2012;1,52;197,825;198,735
24;5;2012;24/5/2012;1,54;197,841;198,751
25;5;2012;25/5/2012;1,49;197,786;198,696
26;5;2012;26/5/2012;1,49;197,795;198,705
27;5;2012;27/5/2012;1,51;197,807;198,717
28;5;2012;28/5/2012;1,51;197,813;198,723
29;5;2012;29/5/2012;1,52;197,816;198,726
30;5;2012;30/5/2012;1,52;197,821;198,731
31;5;2012;31/5/2012;1,64;197,936;198,846
1;6;2012;1/6/2012;1,69;197,988;198,898
2;6;2012;2/6/2012;1,82;198,119;199,029
3;6;2012;3/6/2012;1,89;198,194;199,104
4;6;2012;4/6/2012;2,17;198,47;199,38
5;6;2012;5/6/2012;2,48;198,777;199,687
6;6;2012;6/6/2012;2,77;199,073;199,983
7;6;2012;7/6/2012;3;199,297;200,207
8;6;2012;8/6/2012;3,12;199,42;200,33
9;6;2012;9/6/2012;3;199,305;200,215
10;6;2012;10/6/2012;2,99;199,289;200,199
11;6;2012;11/6/2012;2,8;199,104;200,014
12;6;2012;12/6/2012;2,72;199,015;199,925
13;6;2012;13/6/2012;2,67;198,972;199,882
14;6;2012;14/6/2012;2,64;198,943;199,853
15;6;2012;15/6/2012;2,87;199,165;200,075
16;6;2012;16/6/2012;2,89;199,19;200,1
17;6;2012;17/6/2012;3;199,303;200,213
18;6;2012;18/6/2012;2,95;199,255;200,165
19;6;2012;19/6/2012;2,96;199,258;200,168
20;6;2012;20/6/2012;2,95;199,253;200,163
21;6;2012;21/6/2012;2,95;199,253;200,163
22;6;2012;22/6/2012;3,02;199,316;200,226
23;6;2012;23/6/2012;3,22;199,523;200,433
24;6;2012;24/6/2012;3,33;199,626;200,536
25;6;2012;25/6/2012;3,45;199,745;200,655
26;6;2012;26/6/2012;3,5;199,8;200,71
27;6;2012;27/6/2012;3,52;199,816;200,726
28;6;2012;28/6/2012;3,52;199,818;200,728
29;6;2012;29/6/2012;3,5;199,802;200,712
30;6;2012;30/6/2012;3,38;199,678;200,588
1;7;2012;1/7/2012;3,34;199,637;200,547
2;7;2012;2/7/2012;3,35;199,65;200,56
3;7;2012;3/7/2012;3,54;199,835;200,745
4;7;2012;4/7/2012;3,81;200,105;201,015
5;7;2012;5/7/2012;3,83;200,134;201,044
6;7;2012;6/7/2012;3,85;200,151;201,061
7;7;2012;7/7/2012;3,86;200,158;201,068
8;7;2012;8/7/2012;3,85;200,147;201,057
9;7;2012;9/7/2012;3,76;200,057;200,967
10;7;2012;10/7/2012;3,71;200,007;200,917
11;7;2012;11/7/2012;3,71;200,006;200,916
12;7;2012;12/7/2012;3,68;199,978;200,888
13;7;2012;13/7/2012;3,62;199,915;200,825
14;7;2012;14/7/2012;3,62;199,918;200,828
15;7;2012;15/7/2012;3,51;199,812;200,722
16;7;2012;16/7/2012;3,21;199,506;200,416
17;7;2012;17/7/2012;3,01;199,31;200,22
18;7;2012;18/7/2012;3,03;199,334;200,244
19;7;2012;19/7/2012;3,02;199,321;200,231
20;7;2012;20/7/2012;2,98;199,283;200,193
21;7;2012;21/7/2012;2,99;199,293;200,203
22;7;2012;22/7/2012;2,97;199,272;200,182
23;7;2012;23/7/2012;2,96;199,259;200,169
24;7;2012;24/7/2012;2,94;199,235;200,145
25;7;2012;25/7/2012;2,92;199,224;200,134
26;7;2012;26/7/2012;2,91;199,211;200,121
27;7;2012;27/7/2012;2,91;199,208;200,118
28;7;2012;28/7/2012;2,92;199,217;200,127
29;7;2012;29/7/2012;2,91;199,206;200,116
30;7;2012;30/7/2012;2,81;199,11;200,02
31;7;2012;31/7/2012;2,77;199,073;199,983
1;8;2012;1/8/2012;2,78;199,084;199,994
2;8;2012;2/8/2012;2,79;199,094;200,004
3;8;2012;3/8/2012;2,8;199,096;200,006
4;8;2012;4/8/2012;2,79;199,085;199,995
5;8;2012;5/8/2012;2,78;199,075;199,985
6;8;2012;6/8/2012;2,72;199,02;199,93
7;8;2012;7/8/2012;2,72;199,018;199,928
8;8;2012;8/8/2012;2,7;198,996;199,906
9;8;2012;9/8/2012;2,69;198,992;199,902
10;8;2012;10/8/2012;2,7;198,999;199,909
11;8;2012;11/8/2012;2,67;198,967;199,877
12;8;2012;12/8/2012;2,65;198,946;199,856
13;8;2012;13/8/2012;2,65;198,948;199,858
14;8;2012;14/8/2012;2,63;198,929;199,839
15;8;2012;15/8/2012;2,65;198,952;199,862
16;8;2012;16/8/2012;2,67;198,97;199,88
17;8;2012;17/8/2012;2,5;198,801;199,711
18;8;2012;18/8/2012;2,23;198,535;199,445
19;8;2012;19/8/2012;2,04;198,339;199,249
20;8;2012;20/8/2012;1,85;198,147;199,057
21;8;2012;21/8/2012;1,75;198,054;198,964
22;8;2012;22/8/2012;1,89;198,185;199,095
23;8;2012;23/8/2012;1,69;197,988;198,898
24;8;2012;24/8/2012;1,6;197,896;198,806
25;8;2012;25/8/2012;1,61;197,912;198,822
26;8;2012;26/8/2012;1,61;197,907;198,817
27;8;2012;27/8/2012;1,6;197,901;198,811
28;8;2012;28/8/2012;1,58;197,88;198,79
29;8;2012;29/8/2012;1,58;197,878;198,788
30;8;2012;30/8/2012;1,57;197,867;198,777
31;8;2012;31/8/2012;1,5;197,798;198,708
1;9;2012;1/9/2012;1,43;197,733;198,643
2;9;2012;2/9/2012;1,45;197,745;198,655
3;9;2012;3/9/2012;1,45;197,75;198,66
4;9;2012;4/9/2012;1,43;197,734;198,644
5;9;2012;5/9/2012;1,44;197,736;198,646
6;9;2012;6/9/2012;1,41;197,711;198,621
7;9;2012;7/9/2012;1,39;197,694;198,604
8;9;2012;8/9/2012;1,37;197,674;198,584
9;9;2012;9/9/2012;1,36;197,655;198,565
10;9;2012;10/9/2012;1,36;197,664;198,574
11;9;2012;11/9/2012;1,37;197,67;198,58
12;9;2012;12/9/2012;1,36;197,658;198,568
13;9;2012;13/9/2012;1,35;197,649;198,559
14;9;2012;14/9/2012;1,33;197,634;198,544
15;9;2012;15/9/2012;1,32;197,622;198,532
16;9;2012;16/9/2012;1,31;197,614;198,524
17;9;2012;17/9/2012;1,33;197,627;198,537
18;9;2012;18/9/2012;1,32;197,622;198,532
19;9;2012;19/9/2012;1,33;197,63;198,54
20;9;2012;20/9/2012;1,31;197,61;198,52
21;9;2012;21/9/2012;1,3;197,598;198,508
22;9;2012;22/9/2012;1,27;197,572;198,482
23;9;2012;23/9/2012;1,25;197,548;198,458
24;9;2012;24/9/2012;1,24;197,538;198,448
25;9;2012;25/9/2012;1,24;197,536;198,446
26;9;2012;26/9/2012;1,23;197,529;198,439
27;9;2012;27/9/2012;1,21;197,513;198,423
28;9;2012;28/9/2012;1,23;197,526;198,436
29;9;2012;29/9/2012;1,23;197,531;198,441
30;9;2012;30/9/2012;1,22;197,524;198,434
1;10;2012;1/10/2012;1,23;197,528;198,438
2;10;2012;2/10/2012;1,22;197,518;198,428
3;10;2012;3/10/2012;1,21;197,509;198,419
4;10;2012;4/10/2012;1,21;197,507;198,417
5;10;2012;5/10/2012;1,21;197,506;198,416
6;10;2012;6/10/2012;1,21;197,505;198,415
7;10;2012;7/10/2012;1,21;197,505;198,415
8;10;2012;8/10/2012;1,21;197,506;198,416
9;10;2012;9/10/2012;1,2;197,504;198,414
10;10;2012;10/10/2012;1,2;197,501;198,411
11;10;2012;11/10/2012;1,2;197,499;198,409
12;10;2012;12/10/2012;1,2;197,497;198,407
13;10;2012;13/10/2012;1,2;197,495;198,405
14;10;2012;14/10/2012;1,19;197,493;198,403
15;10;2012;15/10/2012;1,23;197,526;198,436
16;10;2012;16/10/2012;1,26;197,559;198,469
17;10;2012;17/10/2012;1,25;197,553;198,463
18;10;2012;18/10/2012;1,25;197,548;198,458
19;10;2012;19/10/2012;1,25;197,547;198,457
20;10;2012;20/10/2012;1,24;197,544;198,454
21;10;2012;21/10/2012;1,24;197,542;198,452
22;10;2012;22/10/2012;1,24;197,54;198,45
23;10;2012;23/10/2012;1,24;197,54;198,45
24;10;2012;24/10/2012;1,24;197,536;198,446
25;10;2012;25/10/2012;1,23;197,533;198,443
26;10;2012;26/10/2012;1,23;197,53;198,44
27;10;2012;27/10/2012;1,23;197,526;198,436
28;10;2012;28/10/2012;1,22;197,523;198,433
29;10;2012;29/10/2012;1,22;197,519;198,429
30;10;2012;30/10/2012;1,22;197,515;198,425
31;10;2012;31/10/2012;1,21;197,506;198,416
1;11;2012;1/11/2012;1,19;197,489;198,399
2;11;2012;2/11/2012;1,18;197,483;198,393
3;11;2012;3/11/2012;1,18;197,48;198,39
4;11;2012;4/11/2012;1,18;197,477;198,387
5;11;2012;5/11/2012;1,17;197,474;198,384
6;11;2012;6/11/2012;1,17;197,471;198,381
7;11;2012;7/11/2012;1,16;197,462;198,372
8;11;2012;8/11/2012;1,17;197,466;198,376
9;11;2012;9/11/2012;1,25;197,554;198,464
10;11;2012;10/11/2012;1,33;197,629;198,539
11;11;2012;11/11/2012;1,32;197,621;198,531
12;11;2012;12/11/2012;1,28;197,58;198,49
13;11;2012;13/11/2012;1,22;197,521;198,431
14;11;2012;14/11/2012;1,19;197,485;198,395
15;11;2012;15/11/2012;1,18;197,481;198,391
16;11;2012;16/11/2012;1,18;197,476;198,386
17;11;2012;17/11/2012;1,19;197,49;198,4
18;11;2012;18/11/2012;1,2;197,498;198,408
19;11;2012;19/11/2012;1,2;197,496;198,406
20;11;2012;20/11/2012;1,19;197,493;198,403
21;11;2012;21/11/2012;1,19;197,494;198,404
22;11;2012;22/11/2012;1,2;197,495;198,405
23;11;2012;23/11/2012;1,2;197,495;198,405
24;11;2012;24/11/2012;1,19;197,493;198,403
25;11;2012;25/11/2012;1,19;197,493;198,403
26;11;2012;26/11/2012;1,19;197,495;198,405
27;11;2012;27/11/2012;1,2;197,495;198,405
28;11;2012;28/11/2012;1,19;197,493;198,403
29;11;2012;29/11/2012;1,19;197,492;198,402
30;11;2012;30/11/2012;1,19;197,495;198,405
1;12;2012;1/12/2012;1,2;197,498;198,408
2;12;2012;2/12/2012;1,2;197,501;198,411
3;12;2012;3/12/2012;1,2;197,5;198,41
4;12;2012;4/12/2012;1,2;197,502;198,412
5;12;2012;5/12/2012;1,21;197,505;198,415
6;12;2012;6/12/2012;1,21;197,506;198,416
7;12;2012;7/12/2012;1,21;197,507;198,417
8;12;2012;8/12/2012;1,21;197,508;198,418
